ID Transaksi;Tanggal;No Rekening;Nama Nasabah;Jenis Biller;Nama Biller;Nomor Pelanggan;Nominal;Biaya Admin;Total Bayar;Channel;Status
TRX036485;2026-03-11;1000000505;Joko Susilo;TV Kabel;First Media;1624435032;355533;3000;358533;Internet Banking;Sukses
TRX036525;2026-01-16;1000003631;Dedi Pratama;BPJS;BPJS Kesehatan;8168099285;58106;2500;60606;ATM;Sukses
TRX036543;2026-01-22;1000001340;Gina Marlina;Internet;IndiHome;7157497091;410668;3000;413668;Teller;Sukses
TRX036555;2026-01-14;1000003740;Budi Santoso;TV Kabel;Transvision;7942210813;242197;2000;244197;Teller;Sukses
TRX036612;2026-03-31;1000002769;Fajar Hidayat;Internet;IndiHome;2356056751;373202;2000;375202;EDC;Sukses
TRX036643;2026-03-09;1000002801;Andi Saputra;Internet;IndiHome;6345554816;480473;3000;483473;Mobile Banking;Sukses
TRX036650;2026-01-05;1000003099;Joko Susilo;TV Kabel;Transvision;9438688690;332574;3000;335574;ATM;Sukses
TRX036658;2026-03-04;1000000673;Dedi Pratama;TV Kabel;First Media;6253490834;302644;3000;305644;EDC;Sukses
TRX036703;2026-03-08;1000000097;Eka Lestari;TV Kabel;Transvision;2145655605;60908;3000;63908;EDC;Sukses
TRX036738;2026-01-02;1000003955;Citra Dewi;Internet;IndiHome;8347082993;83616;3000;86616;ATM;Sukses
TRX036746;2026-02-19;1000001230;Dedi Pratama;BPJS;BPJS Kesehatan;3116063794;83340;2000;85340;Mobile Banking;Sukses
TRX036858;2026-02-28;1000003836;Citra Dewi;Internet;Biznet;9908489542;71000;3000;74000;Mobile Banking;Sukses
TRX036868;2026-03-04;1000000991;Gina Marlina;Internet;IndiHome;6204219406;215780;2000;217780;EDC;Sukses
TRX036890;2026-03-31;1000002869;Andi Saputra;BPJS;BPJS Kesehatan;3371948109;155478;2500;157978;Teller;Sukses
TRX036953;2026-01-10;1000002920;Dedi Pratama;TV Kabel;First Media;5211797882;348552;3000;351552;Mobile Banking;Sukses
TRX036962;2026-03-13;1000001489;Fajar Hidayat;Air;PDAM;1731363698;244048;2500;246548;ATM;Sukses
TRX036965;2026-02-10;1000003553;Budi Santoso;BPJS;BPJS Kesehatan;6845435806;333737;3000;336737;EDC;Sukses
TRX036990;2026-01-17;1000000072;Eka Lestari;Listrik;PLN;3035258955;240044;3000;243044;EDC;Sukses
TRX037058;2026-01-31;1000001578;Hadi Wijaya;TV Kabel;First Media;2433594677;266330;3000;269330;Internet Banking;Sukses
TRX037073;2026-04-01;1000003962;Intan Sari;Air;PDAM;8687233784;76209;2500;78709;Mobile Banking;Sukses
TRX037141;2026-01-03;1000000527;Joko Susilo;Air;PDAM;3110017739;293005;2500;295505;Teller;Sukses
TRX037170;2026-03-28;1000003487;Andi Saputra;TV Kabel;First Media;9624879211;274498;2500;276998;Mobile Banking;Sukses
TRX037184;2026-02-20;1000003522;Eka Lestari;Internet;IndiHome;6498374174;174201;2500;176701;EDC;Sukses
TRX037185;2026-03-14;1000000918;Eka Lestari;TV Kabel;Transvision;3034583943;58352;3000;61352;ATM;Sukses
TRX037189;2026-02-24;1000001481;Intan Sari;Air;PDAM;2049427434;408528;3000;411528;ATM;Sukses
TRX037193;2026-03-06;1000003374;Citra Dewi;TV Kabel;Transvision;4131899117;320319;2500;322819;Mobile Banking;Sukses
TRX037292;2026-02-09;1000000086;Gina Marlina;Internet;Biznet;4053236807;309478;2000;311478;Mobile Banking;Sukses
TRX037323;2026-02-19;1000001387;Gina Marlina;Internet;Biznet;5512627708;93143;3000;96143;Mobile Banking;Sukses
TRX037397;2026-01-29;1000002963;Dedi Pratama;Internet;Biznet;6929531072;413121;2000;415121;Mobile Banking;Sukses
TRX037423;2026-01-08;1000004110;Budi Santoso;TV Kabel;First Media;3220377845;497622;3000;500622;EDC;Sukses
TRX037470;2026-03-01;1000000445;Eka Lestari;Internet;IndiHome;6516093815;147840;2500;150340;Mobile Banking;Sukses
TRX037491;2026-03-10;1000000870;Hadi Wijaya;Air;PDAM;3704881648;457321;3000;460321;ATM;Sukses
TRX037512;2026-01-14;1000001753;Budi Santoso;Internet;Biznet;7165329872;203464;2000;205464;ATM;Sukses
TRX037523;2026-02-13;1000003387;Citra Dewi;BPJS;BPJS Kesehatan;8349227846;140299;3000;143299;Teller;Sukses
TRX037547;2026-01-06;1000001949;Budi Santoso;TV Kabel;Transvision;3759864964;464147;2000;466147;EDC;Sukses
TRX037610;2026-02-17;1000003314;Eka Lestari;Internet;Biznet;8853620837;185143;3000;188143;EDC;Sukses
TRX037658;2026-01-01;1000003536;Intan Sari;TV Kabel;First Media;2053871884;139243;3000;142243;ATM;Sukses
TRX037717;2026-03-15;1000001328;Gina Marlina;TV Kabel;First Media;3436219376;378344;2000;380344;ATM;Sukses
TRX037725;2026-02-07;1000002383;Hadi Wijaya;Internet;Biznet;5377600967;121647;2500;124147;ATM;Sukses
TRX037748;2026-03-12;1000004954;Andi Saputra;Internet;Biznet;7964215310;376370;2000;378370;Teller;Sukses
TRX037798;2026-01-23;1000004179;Joko Susilo;Internet;Biznet;6120118150;253408;2500;255908;EDC;Sukses
TRX037825;2026-01-13;1000004435;Hadi Wijaya;Internet;Biznet;4779661174;374352;2000;376352;Internet Banking;Sukses
TRX037832;2026-01-17;1000002747;Dedi Pratama;TV Kabel;Transvision;3133254011;80985;2500;83485;Mobile Banking;Sukses
TRX037836;2026-01-05;1000002914;Budi Santoso;TV Kabel;Transvision;9659810520;278765;2500;281265;EDC;Sukses
TRX037867;2026-01-14;1000003620;Citra Dewi;Internet;Biznet;2635140339;388981;3000;391981;Teller;Sukses
TRX037921;2026-03-29;1000001273;Fajar Hidayat;Internet;Biznet;4595345969;468674;2000;470674;ATM;Sukses
TRX037964;2026-01-10;1000003908;Fajar Hidayat;Internet;Biznet;4480196172;415910;3000;418910;Internet Banking;Sukses
TRX038018;2026-01-12;1000001323;Eka Lestari;Internet;IndiHome;8776906025;369422;3000;372422;Teller;Sukses
TRX038092;2026-02-08;1000001395;Dedi Pratama;Listrik;PLN;2122606524;468544;2500;471044;Mobile Banking;Sukses
TRX038094;2026-03-20;1000001909;Andi Saputra;Internet;IndiHome;8638934071;72857;3000;75857;Mobile Banking;Sukses
TRX038112;2026-01-16;1000000270;Intan Sari;TV Kabel;Transvision;9586630483;316768;2500;319268;Teller;Sukses
TRX038125;2026-02-26;1000001055;Dedi Pratama;Listrik;PLN;1466911685;385900;2000;387900;ATM;Sukses
TRX038172;2026-01-03;1000002975;Fajar Hidayat;TV Kabel;Transvision;7814297754;166220;2500;168720;Mobile Banking;Sukses
TRX038243;2026-01-17;1000001348;Eka Lestari;Internet;IndiHome;4683957085;290226;2000;292226;EDC;Sukses
TRX038308;2026-03-26;1000004500;Hadi Wijaya;Air;PDAM;8731341961;437188;3000;440188;Teller;Sukses
TRX038310;2026-01-11;1000004718;Hadi Wijaya;TV Kabel;First Media;7322870871;437176;2000;439176;Mobile Banking;Sukses
TRX038331;2026-03-09;1000001619;Dedi Pratama;TV Kabel;First Media;6534403890;249646;2500;252146;ATM;Sukses
TRX038364;2026-02-26;1000000980;Hadi Wijaya;Air;PDAM;3474440051;295796;2500;298296;EDC;Sukses
TRX038404;2026-01-29;1000004579;Andi Saputra;TV Kabel;Transvision;5906056083;99054;2000;101054;Teller;Sukses
TRX038405;2026-02-07;1000001924;Citra Dewi;Air;PDAM;5452192647;136270;2000;138270;Internet Banking;Sukses
TRX038444;2026-02-05;1000003293;Eka Lestari;Internet;Biznet;4225039141;154811;2500;157311;Teller;Sukses
TRX038474;2026-03-04;1000003747;Intan Sari;Listrik;PLN;6606383146;404102;3000;407102;ATM;Sukses
TRX038523;2026-02-15;1000003248;Intan Sari;Internet;Biznet;6770362523;210493;2000;212493;Teller;Sukses
TRX038560;2026-01-26;1000003566;Intan Sari;TV Kabel;First Media;3683977534;167716;2500;170216;ATM;Sukses
TRX038607;2026-03-19;1000003471;Fajar Hidayat;TV Kabel;First Media;2718374692;385455;3000;388455;ATM;Sukses
TRX038615;2026-01-25;1000002544;Budi Santoso;Air;PDAM;8520466154;367796;3000;370796;EDC;Sukses
TRX038633;2026-02-14;1000003302;Citra Dewi;Listrik;PLN;9272746519;86377;2500;88877;Teller;Sukses
TRX038679;2026-01-17;1000000530;Andi Saputra;Listrik;PLN;6246705538;62935;2000;64935;EDC;Sukses
TRX038705;2026-01-09;1000002540;Intan Sari;Internet;Biznet;2803583143;74969;3000;77969;ATM;Sukses
TRX038811;2026-03-15;1000000374;Joko Susilo;Listrik;PLN;2306909227;326502;2000;328502;Internet Banking;Sukses
TRX038907;2026-02-02;1000002254;Dedi Pratama;BPJS;BPJS Kesehatan;5585198432;259806;3000;262806;EDC;Sukses
TRX038953;2026-01-27;1000003701;Budi Santoso;Internet;Biznet;6833543529;351130;3000;354130;ATM;Sukses
TRX039010;2026-01-27;1000002129;Andi Saputra;TV Kabel;Transvision;7921690093;174587;3000;177587;EDC;Sukses
TRX039011;2026-01-27;1000001105;Fajar Hidayat;BPJS;BPJS Kesehatan;6014784015;401890;3000;404890;EDC;Sukses
TRX039032;2026-01-16;1000002980;Intan Sari;Internet;Biznet;3109826237;371284;2000;373284;Mobile Banking;Sukses
TRX039079;2026-01-09;1000004775;Fajar Hidayat;Air;PDAM;7163136521;286360;3000;289360;Internet Banking;Sukses
TRX039095;2026-01-06;1000004258;Intan Sari;Internet;IndiHome;1698204749;336211;2000;338211;EDC;Sukses
TRX039133;2026-01-22;1000003745;Dedi Pratama;Air;PDAM;9134945216;374639;2500;377139;Mobile Banking;Sukses
TRX039301;2026-02-13;1000000827;Intan Sari;Air;PDAM;2533958241;245008;2000;247008;Mobile Banking;Sukses
TRX039337;2026-01-23;1000000846;Budi Santoso;Internet;IndiHome;5644937008;213564;3000;216564;Internet Banking;Sukses
TRX039373;2026-02-17;1000001484;Joko Susilo;Internet;Biznet;6354347485;379800;2500;382300;Internet Banking;Sukses
TRX039403;2026-03-31;1000000528;Citra Dewi;Internet;Biznet;5359087758;400487;2000;402487;Teller;Sukses
TRX039413;2026-03-26;1000000028;Intan Sari;Internet;Biznet;6911003763;376699;3000;379699;EDC;Sukses
TRX039437;2026-03-03;1000002364;Hadi Wijaya;Air;PDAM;8217234870;333949;2000;335949;Internet Banking;Sukses
TRX039445;2026-02-04;1000001811;Eka Lestari;TV Kabel;First Media;9454751530;216511;2000;218511;Mobile Banking;Sukses
TRX039456;2026-01-18;1000003536;Intan Sari;TV Kabel;First Media;8754619935;185928;3000;188928;Mobile Banking;Sukses
TRX039473;2026-03-15;1000000454;Eka Lestari;Internet;Biznet;4226432913;219523;3000;222523;Teller;Sukses
TRX039479;2026-02-10;1000000436;Andi Saputra;BPJS;BPJS Kesehatan;7145892999;84019;2000;86019;Mobile Banking;Sukses
TRX039480;2026-03-17;1000003587;Budi Santoso;BPJS;BPJS Kesehatan;2610831876;280138;2000;282138;Internet Banking;Sukses
TRX039496;2026-03-20;1000004194;Intan Sari;TV Kabel;First Media;3360971400;330352;3000;333352;EDC;Sukses
TRX039515;2026-03-24;1000000216;Budi Santoso;TV Kabel;Transvision;9189608975;159095;2000;161095;Internet Banking;Sukses
TRX039536;2026-03-26;1000000684;Budi Santoso;Internet;IndiHome;3500366849;97011;3000;100011;Mobile Banking;Sukses
TRX039540;2026-03-19;1000001141;Andi Saputra;Internet;Biznet;7255848816;251200;2500;253700;EDC;Sukses
TRX039596;2026-02-23;1000003532;Citra Dewi;Listrik;PLN;7381988837;323563;2000;325563;Internet Banking;Sukses
TRX039643;2026-02-01;1000001509;Eka Lestari;Air;PDAM;3209076082;479843;2500;482343;Internet Banking;Sukses
TRX039677;2026-02-20;1000003921;Gina Marlina;TV Kabel;First Media;6149718723;425583;2000;427583;ATM;Sukses
TRX039730;2026-01-10;1000001420;Eka Lestari;BPJS;BPJS Kesehatan;4209129405;171703;2000;173703;Mobile Banking;Sukses
TRX039780;2026-02-17;1000003181;Intan Sari;Air;PDAM;1997323428;133038;2500;135538;Internet Banking;Sukses
TRX039785;2026-02-20;1000002179;Joko Susilo;Internet;IndiHome;9985683634;409238;3000;412238;EDC;Sukses
TRX039804;2026-01-13;1000001375;Joko Susilo;Internet;Biznet;3453777443;287325;2500;289825;Internet Banking;Sukses
TRX039925;2026-03-12;1000003983;Budi Santoso;Air;PDAM;2824788151;400792;3000;403792;ATM;Sukses
TRX039929;2026-02-06;1000002609;Andi Saputra;Internet;IndiHome;7413265009;470531;3000;473531;Mobile Banking;Sukses
TRX039952;2026-01-19;1000002300;Andi Saputra;Air;PDAM;4558418401;284888;2500;287388;Teller;Sukses
TRX040209;2026-01-31;1000003334;Joko Susilo;Internet;IndiHome;4540944841;363271;2500;365771;ATM;Sukses
TRX040276;2026-03-14;1000001440;Joko Susilo;Internet;IndiHome;5024653736;91117;2000;93117;ATM;Sukses
TRX040280;2026-03-03;1000002248;Joko Susilo;TV Kabel;Transvision;7702758702;113799;2500;116299;Teller;Sukses
TRX040281;2026-01-18;1000003863;Dedi Pratama;Air;PDAM;2299930472;409313;2500;411813;Teller;Sukses
TRX040288;2026-01-11;1000003063;Fajar Hidayat;Air;PDAM;4912684803;207697;3000;210697;Mobile Banking;Sukses
TRX040332;2026-01-14;1000003743;Eka Lestari;Internet;IndiHome;8550760104;60717;2500;63217;ATM;Sukses
TRX040433;2026-02-06;1000003489;Joko Susilo;BPJS;BPJS Kesehatan;5728741255;346246;3000;349246;Teller;Sukses
TRX040446;2026-02-06;1000003767;Hadi Wijaya;TV Kabel;First Media;9083778305;478448;3000;481448;Mobile Banking;Sukses
TRX040456;2026-01-03;1000003087;Andi Saputra;TV Kabel;First Media;8599165237;224671;2500;227171;Internet Banking;Sukses
TRX040552;2026-03-08;1000000059;Dedi Pratama;Listrik;PLN;7953069215;464028;2500;466528;Teller;Sukses
TRX040571;2026-02-17;1000004250;Hadi Wijaya;Internet;IndiHome;3803518707;151965;2000;153965;Internet Banking;Sukses
TRX040601;2026-02-12;1000000538;Fajar Hidayat;Internet;IndiHome;1051371417;318020;3000;321020;Internet Banking;Sukses
TRX040622;2026-02-04;1000001465;Andi Saputra;TV Kabel;First Media;7622824940;364076;3000;367076;ATM;Sukses
TRX040662;2026-01-08;1000003981;Eka Lestari;Internet;Biznet;7186348525;210185;2000;212185;Internet Banking;Sukses
TRX040691;2026-02-09;1000001324;Hadi Wijaya;Internet;IndiHome;7035753187;308785;3000;311785;Mobile Banking;Sukses
TRX040714;2026-01-31;1000001613;Dedi Pratama;Internet;IndiHome;7575699169;482936;3000;485936;Internet Banking;Sukses
TRX040745;2026-03-05;1000001900;Budi Santoso;Internet;Biznet;3110595113;260040;2500;262540;ATM;Sukses
TRX040751;2026-02-21;1000002711;Budi Santoso;Air;PDAM;1072893284;305830;2000;307830;EDC;Sukses
TRX040841;2026-01-14;1000004070;Eka Lestari;Internet;IndiHome;5338193668;335774;2500;338274;Mobile Banking;Sukses
TRX040865;2026-03-23;1000002615;Eka Lestari;Air;PDAM;1591196671;182816;2500;185316;Teller;Sukses
TRX040952;2026-02-17;1000004825;Hadi Wijaya;TV Kabel;First Media;3940419826;307358;2000;309358;Teller;Sukses
TRX040968;2026-02-02;1000001682;Intan Sari;TV Kabel;Transvision;7804416375;483030;2000;485030;Internet Banking;Sukses
TRX041019;2026-03-06;1000001592;Dedi Pratama;Internet;IndiHome;8158950862;60566;3000;63566;Teller;Sukses
TRX041075;2026-02-17;1000004231;Eka Lestari;TV Kabel;Transvision;1077525226;334140;2000;336140;EDC;Sukses
TRX041079;2026-01-08;1000004514;Intan Sari;TV Kabel;First Media;6560750188;247043;2000;249043;Internet Banking;Sukses
TRX041106;2026-03-08;1000002349;Gina Marlina;Internet;IndiHome;6297356162;287380;2000;289380;ATM;Sukses
TRX041187;2026-02-15;1000003576;Andi Saputra;BPJS;BPJS Kesehatan;2387984924;308864;2000;310864;Teller;Sukses
TRX041256;2026-01-21;1000004092;Citra Dewi;BPJS;BPJS Kesehatan;1030499231;445327;2500;447827;EDC;Sukses
TRX041260;2026-03-05;1000002007;Gina Marlina;BPJS;BPJS Kesehatan;9197526689;448539;3000;451539;Teller;Sukses
TRX041269;2026-01-22;1000001088;Andi Saputra;BPJS;BPJS Kesehatan;8494247624;367157;2000;369157;ATM;Sukses
TRX041290;2026-01-30;1000002373;Dedi Pratama;TV Kabel;Transvision;7512254263;222122;2500;224622;Internet Banking;Sukses
TRX041342;2026-03-28;1000000659;Hadi Wijaya;Internet;Biznet;5516169010;457937;3000;460937;Mobile Banking;Sukses
TRX041359;2026-01-30;1000000436;Andi Saputra;TV Kabel;First Media;2914175818;409951;2000;411951;Mobile Banking;Sukses
TRX041403;2026-03-02;1000000456;Gina Marlina;Air;PDAM;5456062028;114128;2000;116128;Mobile Banking;Sukses
TRX041441;2026-03-29;1000002050;Andi Saputra;TV Kabel;First Media;5679945116;493194;2500;495694;Internet Banking;Sukses
TRX041552;2026-03-10;1000003774;Intan Sari;BPJS;BPJS Kesehatan;4783507356;294616;2500;297116;ATM;Sukses
TRX041602;2026-01-27;1000003919;Andi Saputra;Internet;Biznet;5259433758;144189;2500;146689;Internet Banking;Sukses
TRX041642;2026-03-19;1000004803;Hadi Wijaya;Listrik;PLN;8065384559;400251;2500;402751;Teller;Sukses
TRX041670;2026-01-29;1000004897;Andi Saputra;TV Kabel;First Media;8943784217;270944;2000;272944;Teller;Sukses
TRX041758;2026-03-12;1000002201;Citra Dewi;Air;PDAM;1324388629;346377;2500;348877;Internet Banking;Sukses
TRX041786;2026-01-23;1000004589;Dedi Pratama;TV Kabel;First Media;6223768236;357721;2500;360221;ATM;Sukses
TRX041804;2026-01-20;1000004521;Gina Marlina;Air;PDAM;1869070347;474588;2000;476588;Teller;Sukses
TRX041841;2026-02-07;1000000836;Andi Saputra;Air;PDAM;7070681865;375661;3000;378661;ATM;Sukses
TRX041856;2026-03-20;1000001434;Hadi Wijaya;TV Kabel;First Media;7274720816;412985;3000;415985;EDC;Sukses
TRX041891;2026-03-02;1000001699;Joko Susilo;Air;PDAM;3377369415;223358;2500;225858;Mobile Banking;Sukses
TRX041896;2026-02-09;1000004619;Hadi Wijaya;Internet;IndiHome;2433957768;334284;2500;336784;EDC;Sukses
TRX041926;2026-02-23;1000000215;Gina Marlina;Internet;Biznet;9306107956;250505;3000;253505;Mobile Banking;Sukses
TRX042007;2026-02-25;1000001949;Budi Santoso;BPJS;BPJS Kesehatan;4457916055;452015;3000;455015;Teller;Sukses
TRX042008;2026-01-06;1000002617;Andi Saputra;BPJS;BPJS Kesehatan;7405922698;91449;2500;93949;Mobile Banking;Sukses
TRX042050;2026-01-23;1000002214;Citra Dewi;Listrik;PLN;9650794169;67434;2000;69434;Teller;Sukses
TRX042056;2026-02-28;1000004797;Joko Susilo;Internet;Biznet;7016793359;163538;2500;166038;EDC;Sukses
TRX042123;2026-03-29;1000001644;Andi Saputra;TV Kabel;First Media;8162891052;81103;2000;83103;Internet Banking;Sukses
TRX042251;2026-01-25;1000000728;Intan Sari;Air;PDAM;1267294031;375691;3000;378691;Teller;Sukses
TRX042254;2026-01-27;1000001890;Andi Saputra;Air;PDAM;3895816438;169744;2500;172244;Teller;Sukses
TRX042260;2026-01-16;1000001467;Dedi Pratama;Internet;Biznet;1634185407;487484;3000;490484;Internet Banking;Sukses
TRX042275;2026-02-27;1000001616;Andi Saputra;Listrik;PLN;9103799035;462520;2000;464520;ATM;Sukses
TRX042278;2026-01-31;1000002486;Eka Lestari;TV Kabel;Transvision;9595000673;367258;3000;370258;EDC;Sukses
TRX042342;2026-03-21;1000004421;Joko Susilo;BPJS;BPJS Kesehatan;1547195604;298462;3000;301462;ATM;Sukses
TRX042403;2026-03-12;1000002971;Hadi Wijaya;Listrik;PLN;1637313497;489531;2000;491531;EDC;Sukses
TRX042404;2026-02-21;1000000131;Dedi Pratama;Internet;IndiHome;9535703836;257325;3000;260325;ATM;Sukses
TRX042415;2026-02-15;1000000233;Andi Saputra;Listrik;PLN;7186281351;458791;2000;460791;Mobile Banking;Sukses
TRX042432;2026-01-20;1000000152;Fajar Hidayat;Air;PDAM;8768488900;303128;2500;305628;Mobile Banking;Sukses
TRX042513;2026-01-23;1000000356;Hadi Wijaya;Internet;IndiHome;1462404788;304899;2000;306899;Teller;Sukses
TRX042658;2026-01-20;1000000413;Fajar Hidayat;Listrik;PLN;5390815894;67537;2000;69537;EDC;Sukses
TRX042821;2026-02-20;1000004662;Budi Santoso;TV Kabel;Transvision;5609355116;380675;2500;383175;EDC;Sukses
TRX042826;2026-03-11;1000004696;Fajar Hidayat;Listrik;PLN;4558906389;203881;2500;206381;Mobile Banking;Sukses
TRX042855;2026-03-25;1000001034;Fajar Hidayat;BPJS;BPJS Kesehatan;1865275820;428036;2000;430036;ATM;Sukses
TRX043041;2026-02-25;1000000056;Fajar Hidayat;TV Kabel;First Media;8199563837;262144;2500;264644;Teller;Sukses
TRX043111;2026-02-13;1000002831;Hadi Wijaya;Air;PDAM;6459666436;448087;2500;450587;ATM;Sukses
TRX043115;2026-03-01;1000002457;Eka Lestari;Air;PDAM;8484681398;363721;3000;366721;EDC;Sukses
TRX043209;2026-03-27;1000001257;Dedi Pratama;TV Kabel;First Media;3159302167;90576;2000;92576;Mobile Banking;Sukses
TRX043220;2026-02-02;1000001556;Eka Lestari;TV Kabel;Transvision;6288183274;256680;2500;259180;ATM;Sukses
TRX043244;2026-03-31;1000000099;Intan Sari;BPJS;BPJS Kesehatan;2443387942;234896;3000;237896;EDC;Sukses
TRX043269;2026-02-04;1000000890;Eka Lestari;Internet;IndiHome;6293887492;413086;2000;415086;Teller;Sukses
TRX043371;2026-01-14;1000000118;Dedi Pratama;TV Kabel;First Media;5152385863;55339;2000;57339;EDC;Sukses
TRX043446;2026-01-15;1000001018;Joko Susilo;TV Kabel;Transvision;2398830979;407751;3000;410751;Internet Banking;Sukses
TRX043570;2026-02-28;1000001281;Eka Lestari;Internet;IndiHome;8075038866;443000;2500;445500;EDC;Sukses
TRX043573;2026-02-15;1000004234;Hadi Wijaya;Air;PDAM;1035730619;93916;2500;96416;Internet Banking;Sukses
TRX043680;2026-03-24;1000000497;Eka Lestari;TV Kabel;Transvision;3146216192;436995;2000;438995;EDC;Sukses
TRX043701;2026-03-22;1000000453;Hadi Wijaya;Air;PDAM;7676544513;52131;3000;55131;Internet Banking;Sukses
TRX043709;2026-01-11;1000000035;Intan Sari;BPJS;BPJS Kesehatan;3036598818;267293;2000;269293;Internet Banking;Sukses
TRX043722;2026-01-12;1000004008;Citra Dewi;Air;PDAM;6446450595;406748;2000;408748;Internet Banking;Sukses
TRX043731;2026-01-05;1000001597;Hadi Wijaya;Air;PDAM;6139172230;460236;2000;462236;Mobile Banking;Sukses
TRX043737;2026-03-09;1000003003;Budi Santoso;Internet;Biznet;6398577554;189556;2500;192056;Teller;Sukses
TRX043758;2026-02-28;1000000499;Fajar Hidayat;Air;PDAM;8038623074;95574;2500;98074;ATM;Sukses
TRX043807;2026-02-01;1000002768;Fajar Hidayat;BPJS;BPJS Kesehatan;7219027404;283249;2000;285249;Teller;Sukses
TRX043853;2026-03-27;1000001959;Gina Marlina;Air;PDAM;7604745852;425962;3000;428962;Mobile Banking;Sukses
TRX043875;2026-03-09;1000002554;Hadi Wijaya;Internet;Biznet;7861210160;258036;3000;261036;ATM;Sukses
TRX044075;2026-03-14;1000003485;Dedi Pratama;TV Kabel;Transvision;2339802740;403171;3000;406171;EDC;Sukses
TRX044090;2026-01-20;1000003063;Fajar Hidayat;Listrik;PLN;1404484393;146256;3000;149256;EDC;Sukses
TRX044128;2026-01-13;1000004249;Dedi Pratama;BPJS;BPJS Kesehatan;3410739603;411676;2500;414176;Teller;Sukses
TRX044130;2026-02-08;1000003435;Joko Susilo;Listrik;PLN;2606574879;433027;2000;435027;Teller;Sukses
TRX044219;2026-01-08;1000003819;Joko Susilo;Listrik;PLN;3465188960;108226;3000;111226;Mobile Banking;Sukses
TRX044230;2026-01-20;1000001413;Hadi Wijaya;Internet;Biznet;5559542451;447099;2000;449099;Teller;Sukses
TRX044232;2026-03-23;1000001220;Dedi Pratama;Internet;IndiHome;7887018567;329363;2000;331363;Internet Banking;Sukses
TRX044267;2026-03-22;1000002184;Fajar Hidayat;Internet;Biznet;5962437780;214680;3000;217680;ATM;Sukses
TRX044303;2026-01-30;1000000443;Intan Sari;TV Kabel;First Media;8652345349;291910;2000;293910;EDC;Sukses
TRX044310;2026-01-10;1000001741;Gina Marlina;Internet;IndiHome;4695404248;112663;2500;115163;ATM;Sukses
TRX044360;2026-01-30;1000004510;Hadi Wijaya;TV Kabel;Transvision;2040686180;496490;2000;498490;Teller;Sukses
TRX044386;2026-03-09;1000001270;Fajar Hidayat;Air;PDAM;3245645444;305061;3000;308061;ATM;Sukses
TRX044397;2026-03-04;1000004908;Budi Santoso;Air;PDAM;9619019877;386728;2500;389228;EDC;Sukses
TRX044412;2026-03-26;1000000909;Dedi Pratama;Listrik;PLN;2992531921;299626;2000;301626;Teller;Sukses
TRX044438;2026-03-09;1000004749;Fajar Hidayat;Internet;Biznet;4841200891;423592;2500;426092;Teller;Sukses
TRX044474;2026-03-14;1000000354;Joko Susilo;Internet;IndiHome;8249238655;421230;3000;424230;ATM;Sukses
TRX044497;2026-04-01;1000004160;Fajar Hidayat;Air;PDAM;5672670712;122364;3000;125364;Teller;Sukses
TRX044530;2026-03-15;1000004241;Dedi Pratama;Air;PDAM;9908480001;402480;2500;404980;Internet Banking;Sukses
TRX044653;2026-01-09;1000001320;Fajar Hidayat;Internet;IndiHome;6408271025;402114;3000;405114;EDC;Sukses
TRX044659;2026-01-21;1000004422;Intan Sari;BPJS;BPJS Kesehatan;3935303458;150049;2500;152549;Mobile Banking;Sukses
TRX044669;2026-01-11;1000003838;Citra Dewi;Air;PDAM;4883124203;136411;3000;139411;EDC;Sukses
TRX044702;2026-02-14;1000000036;Fajar Hidayat;TV Kabel;First Media;6078708005;153085;2000;155085;ATM;Sukses
TRX044736;2026-02-24;1000003218;Dedi Pratama;Internet;Biznet;7985965444;171300;2500;173800;ATM;Sukses
TRX044743;2026-01-15;1000003905;Hadi Wijaya;Air;PDAM;6087534672;460354;2000;462354;EDC;Sukses
TRX044772;2026-03-30;1000002760;Joko Susilo;TV Kabel;Transvision;6696750953;412309;2500;414809;Mobile Banking;Sukses
TRX044870;2026-03-06;1000002971;Hadi Wijaya;Internet;IndiHome;9982072913;136506;2000;138506;Internet Banking;Sukses
TRX044910;2026-02-17;1000002298;Hadi Wijaya;Internet;Biznet;7589850139;263334;2000;265334;Mobile Banking;Sukses
TRX044995;2026-03-21;1000002923;Intan Sari;Listrik;PLN;7013440343;251248;2000;253248;EDC;Sukses
TRX045073;2026-03-12;1000001727;Budi Santoso;Air;PDAM;4884578137;377600;2000;379600;EDC;Sukses
TRX045074;2026-02-13;1000000464;Citra Dewi;Listrik;PLN;7783076772;154408;2500;156908;Mobile Banking;Sukses
TRX045137;2026-02-10;1000000710;Dedi Pratama;TV Kabel;First Media;1555826281;494703;2500;497203;Mobile Banking;Sukses
TRX045174;2026-01-22;1000001995;Joko Susilo;Internet;IndiHome;7004747374;238668;2500;241168;Mobile Banking;Sukses
TRX045213;2026-01-25;1000003345;Dedi Pratama;BPJS;BPJS Kesehatan;6057481264;488393;3000;491393;Internet Banking;Sukses
TRX045223;2026-02-16;1000004612;Gina Marlina;TV Kabel;Transvision;3022407411;171868;2000;173868;Internet Banking;Sukses
TRX045237;2026-01-15;1000002456;Andi Saputra;Internet;IndiHome;3981192998;430744;2000;432744;ATM;Sukses
TRX045248;2026-03-25;1000001290;Gina Marlina;TV Kabel;Transvision;2972869629;61535;3000;64535;Teller;Sukses
